EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,TotalWorkingYears
244,35,No,Travel_Rarely,Research & Development,8,4,Marketing,Female,Research Scientist,2,Single,2499,No,3,34,39
245,31,Yes,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,Manufacturing Director,3,Divorced,12112,Yes,3,2,8
246,43,No,Non-Travel,Research & Development,3,4,Marketing,Female,Manager,3,Divorced,12000,No,2,3,15
247,29,No,Travel_Frequently,Research & Development,3,3,Medical,Female,Manager,3,Divorced,12000,Yes,3,21,24
248,40,Yes,Travel_Frequently,Research & Development,10,4,Other,Female,Research Scientist,3,Divorced,1803,No,3,15,27
249,25,No,Non-Travel,Research & Development,3,4,Technical Degree,Female,Manufacturing Director,3,Single,10492,No,3,0,0
250,33,No,Travel_Rarely,Sales,10,4,Other,Female,Sales Executive,4,Divorced,1143,No,2,35,47
251,35,No,Travel_Rarely,Sales,1,4,Medical,Female,Manager,4,Single,12000,No,3,2,13
252,39,No,Travel_Rarely,Sales,3,3,Life Sciences,Female,Manager,3,Divorced,12000,No,3,37,38
253,34,No,Non-Travel,Research & Development,22,3,Human Resources,Male,Laboratory Technician,4,Divorced,6968,No,2,5,5
254,33,No,Travel_Frequently,Sales,7,3,Life Sciences,Female,Sales Representative,3,Divorced,9234,No,2,13,23
255,29,No,Non-Travel,Research & Development,11,2,Medical,Male,Laboratory Technician,1,Divorced,15016,No,3,2,8
256,39,No,Travel_Frequently,Research & Development,15,5,Other,Male,Manufacturing Director,1,Divorced,10937,Yes,2,6,6
257,35,No,Travel_Rarely,Sales,4,5,Marketing,Female,Sales Representative,1,Married,4804,No,3,0,5
258,46,No,Travel_Frequently,Research & Development,1,3,Medical,Female,Research Scientist,3,Married,2111,Yes,2,16,24
259,31,Yes,Non-Travel,Research & Development,25,2,Technical Degree,Female,Manager,3,Single,12061,No,1,1,1
260,47,No,Non-Travel,Research & Development,2,3,Human Resources,Female,Manager,4,Single,12000,Yes,4,21,36
261,50,No,Non-Travel,Research & Development,8,3,Human Resources,Female,Laboratory Technician,4,Divorced,6929,Yes,3,27,41
262,44,No,Non-Travel,Research & Development,4,2,Technical Degree,Male,Research Director,2,Divorced,17000,Yes,4,6,8
263,22,No,Travel_Frequently,Research & Development,1,5,Medical,Male,Research Director,4,Married,17000,No,4,13,14
264,32,Yes,Travel_Rarely,Sales,6,4,Life Sciences,Female,Sales Executive,2,Single,7452,Yes,3,11,14
265,34,No,Non-Travel,Sales,7,3,Human Resources,Male,Sales Executive,3,Divorced,4689,No,3,6,8
266,27,No,Non-Travel,Research & Development,3,4,Life Sciences,Male,Healthcare Representative,3,Single,2118,Yes,3,6,8
267,29,No,Travel_Rarely,Research & Development,7,2,Human Resources,Female,Manufacturing Director,1,Married,6562,No,2,5,15
268,36,Yes,Travel_Frequently,Research & Development,13,5,Life Sciences,Male,Manager,3,Married,12000,No,2,9,9
269,25,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,Research Director,4,Married,17000,No,3,2,5
270,31,Yes,Non-Travel,Research & Development,4,3,Human Resources,Male,Research Scientist,1,Single,8785,Yes,3,21,31
271,31,No,Travel_Frequently,Sales,4,3,Human Resources,Female,Sales Representative,3,Divorced,9434,No,3,1,15
272,27,Yes,Travel_Rarely,Sales,21,4,Technical Degree,Male,Sales Executive,3,Single,11195,Yes,3,9,14
273,24,Yes,Travel_Rarely,Research & Development,1,4,Human Resources,Male,Research Scientist,3,Single,3121,Yes,3,34,38
274,38,No,Non-Travel,Sales,2,5,Technical Degree,Female,Sales Executive,2,Married,1452,No,3,1,4
275,21,No,Travel_Frequently,Research & Development,9,2,Medical,Male,Laboratory Technician,2,Married,6390,Yes,4,13,23
276,32,No,Travel_Rarely,Sales,20,3,Other,Male,Sales Executive,1,Married,7122,Yes,2,0,7
277,25,No,Non-Travel,Research & Development,1,3,Medical,Female,Laboratory Technician,2,Married,13356,No,3,4,7
278,36,Yes,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,Laboratory Technician,2,Divorced,2712,No,2,0,12
279,24,Yes,Non-Travel,Research & Development,7,5,Medical,Female,Healthcare Representative,2,Married,7742,No,3,3,4
280,35,No,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,Manager,3,Married,12000,No,3,4,11
281,23,No,Non-Travel,Research & Development,8,4,Life Sciences,Female,Laboratory Technician,3,Divorced,12883,No,2,1,12
282,21,No,Travel_Rarely,Research & Development,11,4,Other,Male,Research Director,1,Divorced,17000,No,3,6,17
283,37,Yes,Non-Travel,Research & Development,3,4,Other,Male,Laboratory Technician,4,Married,8669,No,3,0,6
284,20,No,Travel_Rarely,Sales,2,3,Technical Degree,Female,Sales Executive,3,Married,3518,No,2,3,18
285,21,No,Travel_Frequently,Sales,7,3,Other,Male,Sales Representative,4,Divorced,6916,No,2,9,20
286,27,Yes,Travel_Rarely,Research & Development,11,3,Technical Degree,Male,Manufacturing Director,4,Single,3204,No,2,1,5
287,40,Yes,Non-Travel,Sales,19,4,Other,Female,Sales Representative,4,Married,9932,Yes,3,1,5
288,44,No,Travel_Frequently,Sales,9,2,Technical Degree,Female,Sales Executive,3,Divorced,5547,No,3,16,19
289,35,Yes,Travel_Frequently,Sales,10,4,Medical,Female,Sales Executive,4,Married,3622,No,2,17,25
290,41,Yes,Non-Travel,Sales,26,3,Marketing,Male,Sales Representative,3,Divorced,2862,No,3,8,13
291,45,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,Laboratory Technician,2,Divorced,6748,Yes,2,2,17
292,32,Yes,Travel_Frequently,Research & Development,5,5,Human Resources,Female,Research Scientist,4,Single,4162,Yes,3,5,16
293,54,No,Travel_Frequently,Research & Development,3,4,Other,Female,Research Scientist,2,Married,3223,No,3,1,8
294,22,Yes,Non-Travel,Research & Development,9,4,Technical Degree,Male,Manager,1,Single,12000,Yes,1,9,17
295,40,No,Travel_Rarely,Sales,5,1,Life Sciences,Male,Manager,2,Married,12000,No,3,0,2
296,28,Yes,Travel_Frequently,Sales,6,2,Human Resources,Female,Sales Executive,1,Divorced,6021,No,3,0,8
297,42,No,Non-Travel,Research & Development,10,3,Other,Female,Laboratory Technician,1,Divorced,8864,Yes,3,0,9
298,32,No,Travel_Rarely,Sales,6,2,Medical,Female,Manager,4,Divorced,12000,No,3,29,35
299,38,Yes,Travel_Rarely,Sales,2,3,Medical,Male,Sales Executive,4,Married,1419,No,4,7,21
300,37,Yes,Travel_Frequently,Research & Development,6,3,Human Resources,Female,Research Director,3,Single,17000,Yes,2,9,10
301,29,Yes,Travel_Rarely,Research & Development,9,4,Technical Degree,Female,Laboratory Technician,2,Married,7847,Yes,3,5,7
302,39,Yes,Travel_Frequently,Research & Development,3,3,Other,Female,Healthcare Representative,1,Single,7561,No,3,29,30
303,35,No,Travel_Frequently,Sales,1,4,Other,Female,Manager,3,Single,12000,No,3,11,24
304,23,No,Non-Travel,Research & Development,10,4,Human Resources,Male,Research Director,2,Married,17000,No,3,14,19
305,24,No,Travel_Frequently,Human Resources,19,3,Medical,Female,Human Resources,2,Married,6747,No,3,6,15
306,28,No,Non-Travel,Research & Development,9,4,Other,Female,Research Scientist,2,Single,2008,No,3,1,11
307,29,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,Manager,4,Single,12000,No,4,32,42
308,46,Yes,Non-Travel,Research & Development,17,4,Human Resources,Female,Research Scientist,4,Married,10397,Yes,3,10,17
309,29,No,Travel_Frequently,Sales,12,4,Medical,Female,Manager,4,Divorced,12000,No,2,1,11
310,40,No,Non-Travel,Research & Development,1,5,Technical Degree,Female,Research Scientist,4,Single,5171,Yes,3,12,18
311,23,No,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,Manager,2,Married,12000,No,3,7,16
312,34,Yes,Travel_Frequently,Research & Development,2,4,Human Resources,Male,Manufacturing Director,1,Divorced,1852,Yes,4,0,14
313,47,No,Travel_Frequently,Research & Development,4,3,Human Resources,Male,Research Director,3,Divorced,17000,No,3,3,7
314,30,No,Travel_Frequently,Research & Development,10,2,Other,Female,Laboratory Technician,2,Divorced,7351,No,3,9,22
315,35,No,Non-Travel,Sales,4,5,Human Resources,Female,Sales Executive,3,Divorced,10517,No,3,23,28
316,43,No,Travel_Frequently,Sales,2,3,Medical,Male,Manager,2,Married,15525,Yes,3,5,9
317,33,No,Non-Travel,Sales,7,2,Life Sciences,Female,Sales Executive,2,Divorced,6465,Yes,3,13,18
318,39,No,Travel_Frequently,Research & Development,16,3,Technical Degree,Male,Research Scientist,3,Divorced,3189,No,1,27,28
319,32,No,Travel_Rarely,Research & Development,3,5,Marketing,Male,Manufacturing Director,4,Single,9733,No,3,3,10
320,29,No,Travel_Frequently,Sales,5,2,Technical Degree,Female,Manager,3,Single,12000,No,2,15,30
321,37,Yes,Travel_Frequently,Sales,7,3,Marketing,Male,Sales Representative,2,Married,2378,No,2,9,19
322,38,No,Travel_Frequently,Research & Development,15,5,Human Resources,Female,Research Director,4,Divorced,17000,No,2,2,2
323,41,No,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,Manufacturing Director,4,Divorced,13688,No,1,7,16
324,34,No,Travel_Rarely,Research & Development,3,4,Technical Degree,Female,Manufacturing Director,2,Single,12871,No,3,1,9
325,33,No,Non-Travel,Research & Development,2,4,Marketing,Female,Research Director,1,Single,17000,No,2,14,19
326,38,No,Travel_Frequently,Research & Development,1,5,Human Resources,Male,Research Scientist,4,Married,4869,No,2,5,7
327,44,Yes,Non-Travel,Research & Development,5,4,Marketing,Male,Research Director,2,Divorced,17000,Yes,3,0,1
328,30,Yes,Non-Travel,Research & Development,17,3,Technical Degree,Female,Laboratory Technician,3,Married,7573,No,1,1,8
329,22,Yes,Travel_Frequently,Research & Development,2,4,Human Resources,Male,Research Director,3,Divorced,17000,No,3,12,12
330,37,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,Sales Executive,4,Married,9283,No,3,4,4
331,52,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Male,Healthcare Representative,4,Divorced,8577,No,4,1,7
332,43,No,Travel_Frequently,Research & Development,3,5,Life Sciences,Female,Manager,3,Single,12000,No,2,4,5
333,24,No,Travel_Rarely,Sales,1,4,Human Resources,Female,Sales Executive,1,Single,12564,No,3,18,32
334,28,No,Travel_Rarely,Sales,5,3,Human Resources,Female,Sales Representative,3,Divorced,2574,No,3,31,44
335,53,No,Non-Travel,Research & Development,8,4,Medical,Male,Healthcare Representative,3,Married,19168,Yes,3,13,22
336,32,No,Non-Travel,Research & Development,14,2,Life Sciences,Male,Research Scientist,4,Divorced,10928,No,2,1,16
337,36,Yes,Non-Travel,Research & Development,29,3,Medical,Female,Research Scientist,2,Divorced,1512,Yes,1,24,31
338,43,No,Non-Travel,Research & Development,5,3,Technical Degree,Female,Manager,3,Married,12000,Yes,3,25,35
339,24,No,Non-Travel,Sales,7,3,Medical,Female,Manager,2,Married,12000,No,3,26,41
340,57,No,Travel_Rarely,Research & Development,3,3,Marketing,Male,Research Scientist,3,Married,8489,No,2,35,47
341,40,Yes,Non-Travel,Research & Development,25,3,Other,Female,Manager,2,Single,12000,Yes,4,1,6
342,33,Yes,Non-Travel,Research & Development,10,4,Medical,Male,Laboratory Technician,4,Married,11216,No,4,7,16
343,29,Yes,Travel_Frequently,Sales,20,3,Marketing,Male,Sales Representative,2,Divorced,9518,Yes,3,24,29
344,54,Yes,Travel_Frequently,Research & Development,2,5,Life Sciences,Female,Research Director,1,Single,17000,Yes,3,0,13
345,59,No,Non-Travel,Research & Development,1,2,Other,Female,Research Scientist,3,Single,1522,Yes,2,2,6
346,34,No,Travel_Rarely,Sales,1,3,Human Resources,Female,Manager,2,Single,13980,No,2,10,11
347,35,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Single,1412,Yes,3,1,2
348,31,No,Non-Travel,Research & Development,1,2,Technical Degree,Female,Research Scientist,2,Divorced,8060,No,3,1,5
349,59,No,Travel_Rarely,Sales,2,4,Life Sciences,Male,Sales Executive,4,Married,5431,No,3,2,3
350,27,No,Travel_Rarely,Research & Development,28,1,Medical,Female,Research Scientist,2,Divorced,8298,No,2,7,10
351,21,No,Non-Travel,Research & Development,6,4,Technical Degree,Female,Laboratory Technician,4,Single,11588,Yes,4,0,2
352,34,Yes,Non-Travel,Research & Development,9,3,Human Resources,Female,Healthcare Representative,1,Divorced,8912,No,1,13,28
353,40,Yes,Travel_Rarely,Human Resources,14,2,Marketing,Male,Human Resources,2,Married,1712,No,3,1,8
354,24,Yes,Non-Travel,Sales,9,4,Other,Female,Sales Executive,4,Married,2907,No,2,24,32
355,60,No,Travel_Rarely,Sales,6,4,Other,Female,Sales Representative,4,Single,12848,Yes,3,12,26
356,34,Yes,Travel_Frequently,Research & Development,6,4,Other,Male,Manager,3,Divorced,12000,Yes,3,4,4
357,33,No,Travel_Rarely,Research & Development,9,4,Human Resources,Male,Manufacturing Director,1,Divorced,4235,No,2,5,14
358,23,No,Non-Travel,Sales,9,4,Medical,Female,Sales Representative,3,Married,14663,No,3,14,27
359,31,No,Travel_Frequently,Research & Development,3,4,Medical,Female,Research Scientist,4,Single,12724,No,3,2,17
360,43,Yes,Non-Travel,Research & Development,9,3,Medical,Female,Healthcare Representative,4,Single,11555,Yes,3,2,7
361,31,No,Travel_Rarely,Research & Development,1,4,Marketing,Male,Healthcare Representative,2,Single,10466,Yes,3,4,7
362,39,Yes,Travel_Frequently,Research & Development,2,2,Life Sciences,Female,Research Scientist,2,Single,3722,No,3,6,12
363,40,No,Non-Travel,Sales,4,2,Human Resources,Female,Manager,2,Married,12000,No,3,2,4
364,36,No,Travel_Rarely,Human Resources,5,3,Human Resources,Female,Human Resources,3,Single,6355,No,3,1,2
365,32,No,Travel_Rarely,Sales,21,4,Technical Degree,Male,Sales Representative,4,Married,12542,No,3,5,17
366,18,No,Travel_Frequently,Research & Development,4,5,Medical,Male,Research Director,3,Single,17000,No,3,2,15
367,33,No,Travel_Rarely,Sales,1,3,Human Resources,Female,Manager,3,Single,12000,No,3,1,13
368,36,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,Manager,1,Divorced,12000,Yes,3,2,15
369,31,Yes,Travel_Frequently,Research & Development,4,2,Other,Male,Manufacturing Director,2,Married,7119,No,3,3,14
370,26,No,Travel_Frequently,Research & Development,16,4,Marketing,Male,Manager,4,Single,12000,No,3,13,17
371,35,No,Non-Travel,Research & Development,6,3,Marketing,Male,Research Director,2,Single,17000,No,2,8,15
372,23,Yes,Travel_Frequently,Research & Development,21,4,Other,Male,Research Scientist,4,Single,1547,No,1,36,40
373,32,Yes,Travel_Frequently,Research & Development,10,4,Medical,Male,Research Director,2,Married,17000,Yes,4,2,12
374,47,Yes,Travel_Frequently,Research & Development,3,4,Technical Degree,Male,Manufacturing Director,3,Divorced,5054,Yes,1,6,14
375,43,No,Travel_Rarely,Research & Development,6,3,Human Resources,Male,Manager,2,Married,12000,No,2,4,18
376,27,Yes,Travel_Rarely,Sales,4,3,Marketing,Female,Sales Executive,4,Married,2278,No,3,4,4
377,48,No,Non-Travel,Research & Development,4,3,Medical,Male,Research Director,4,Married,17000,No,2,3,8
378,25,No,Travel_Frequently,Sales,3,3,Human Resources,Female,Manager,3,Divorced,12000,No,1,15,25
379,45,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Research Director,3,Single,17000,Yes,4,12,25
380,43,No,Non-Travel,Research & Development,8,3,Life Sciences,Female,Research Director,2,Single,17000,Yes,3,1,7
381,32,No,Travel_Frequently,Human Resources,1,3,Medical,Male,Human Resources,4,Single,2372,No,2,16,25
382,28,Yes,Non-Travel,Research & Development,14,2,Human Resources,Male,Laboratory Technician,2,Married,2081,Yes,2,18,19
383,27,No,Travel_Rarely,Sales,1,4,Other,Male,Sales Representative,4,Single,7949,No,3,3,10
384,31,No,Travel_Rarely,Research & Development,11,3,Technical Degree,Female,Healthcare Representative,3,Married,4820,No,3,0,14
385,34,No,Non-Travel,Sales,8,5,Medical,Female,Sales Executive,4,Married,10285,Yes,4,40,43
386,31,No,Non-Travel,Research & Development,7,2,Technical Degree,Male,Manufacturing Director,1,Single,8576,No,3,7,16
387,22,Yes,Non-Travel,Research & Development,10,3,Human Resources,Female,Manufacturing Director,1,Divorced,11953,Yes,4,8,13
388,39,No,Travel_Frequently,Research & Development,24,2,Technical Degree,Male,Manager,2,Divorced,12000,Yes,3,2,16
389,33,No,Non-Travel,Research & Development,4,4,Human Resources,Female,Healthcare Representative,2,Married,5694,No,3,0,14
390,45,No,Non-Travel,Sales,18,2,Life Sciences,Male,Sales Representative,3,Single,16692,No,3,3,4
391,31,No,Non-Travel,Research & Development,7,4,Marketing,Male,Research Scientist,3,Single,7395,No,3,1,16
392,31,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,Sales Representative,3,Single,7057,No,3,5,8
393,35,Yes,Travel_Frequently,Research & Development,6,4,Marketing,Female,Laboratory Technician,2,Married,11423,No,3,1,14
394,24,No,Travel_Frequently,Research & Development,5,4,Marketing,Female,Manufacturing Director,3,Single,7165,Yes,3,1,9
395,36,No,Non-Travel,Sales,3,2,Other,Male,Manager,2,Married,12000,No,2,1,9
396,37,No,Travel_Frequently,Research & Development,8,4,Technical Degree,Male,Manager,2,Married,12000,No,3,3,16
397,30,No,Travel_Rarely,Research & Development,2,5,Marketing,Male,Laboratory Technician,3,Married,8307,No,1,39,53
398,35,Yes,Non-Travel,Research & Development,4,4,Other,Male,Manufacturing Director,2,Single,6923,Yes,3,1,3
399,57,No,Non-Travel,Research & Development,5,5,Marketing,Female,Laboratory Technician,4,Single,9256,No,2,2,10
400,31,No,Travel_Rarely,Human Resources,3,1,Life Sciences,Male,Human Resources,3,Divorced,16204,Yes,3,4,17
401,39,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,Male,Human Resources,4,Divorced,1316,No,3,13,28
402,31,No,Travel_Frequently,Research & Development,4,4,Human Resources,Male,Manager,4,Married,12000,Yes,3,8,9
403,40,No,Non-Travel,Research & Development,9,3,Technical Degree,Female,Healthcare Representative,2,Single,12523,No,2,11,21
404,29,Yes,Travel_Rarely,Sales,2,5,Technical Degree,Female,Manager,3,Single,12000,No,2,4,5
405,39,No,Travel_Frequently,Sales,6,3,Medical,Male,Sales Representative,3,Married,6793,No,3,11,24
406,58,No,Non-Travel,Sales,7,2,Life Sciences,Male,Sales Representative,3,Married,10326,No,4,16,31
407,35,No,Travel_Rarely,Research & Development,1,3,Human Resources,Male,Healthcare Representative,3,Married,11886,No,3,3,18
408,36,No,Non-Travel,Sales,8,4,Life Sciences,Female,Sales Representative,2,Married,10309,Yes,3,14,21
409,48,No,Travel_Frequently,Sales,5,5,Human Resources,Female,Sales Executive,4,Single,2299,No,4,13,13
410,20,No,Non-Travel,Research & Development,3,4,Other,Female,Research Director,1,Divorced,17000,No,3,0,7
411,57,No,Travel_Rarely,Research & Development,2,4,Medical,Female,Manager,2,Married,12000,No,3,33,36
412,40,No,Non-Travel,Sales,1,5,Medical,Male,Sales Representative,2,Married,11920,No,3,15,15
413,34,No,Non-Travel,Sales,21,4,Life Sciences,Male,Sales Representative,4,Single,4001,Yes,3,16,30
414,24,No,Non-Travel,Sales,10,4,Other,Male,Sales Representative,4,Divorced,6385,Yes,2,4,14
415,41,No,Travel_Frequently,Research & Development,1,2,Marketing,Male,Manufacturing Director,4,Married,6189,No,2,21,28
416,32,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,Research Director,2,Single,17000,No,1,2,7
417,22,No,Travel_Rarely,Sales,4,4,Life Sciences,Female,Manager,3,Single,12000,No,3,0,10
418,28,No,Non-Travel,Sales,4,3,Marketing,Male,Sales Representative,4,Married,12210,No,3,3,9
419,43,No,Travel_Frequently,Sales,24,3,Technical Degree,Female,Sales Representative,1,Single,3578,No,3,0,5
420,39,No,Travel_Frequently,Research & Development,18,4,Marketing,Female,Research Director,2,Married,17000,No,3,3,7
421,25,Yes,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,Manager,3,Divorced,12000,No,3,3,3
422,38,No,Travel_Rarely,Sales,21,4,Medical,Male,Manager,3,Married,12011,No,3,2,8
423,29,No,Travel_Rarely,Sales,6,4,Technical Degree,Male,Sales Executive,3,Married,3401,No,2,11,24
424,38,Yes,Travel_Rarely,Research & Development,1,5,Human Resources,Male,Healthcare Representative,4,Married,1538,No,1,4,5
425,31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,Manager,4,Married,12000,No,3,1,7
426,23,Yes,Travel_Rarely,Sales,5,1,Other,Female,Sales Executive,2,Divorced,2415,Yes,4,3,11
427,35,No,Non-Travel,Research & Development,2,4,Life Sciences,Female,Laboratory Technician,3,Single,3893,No,2,1,12
428,40,No,Travel_Frequently,Research & Development,11,3,Medical,Female,Healthcare Representative,2,Married,1601,No,3,5,12
429,34,No,Non-Travel,Sales,27,4,Other,Male,Sales Executive,3,Married,1689,Yes,3,3,13
430,37,No,Non-Travel,Research & Development,3,4,Medical,Female,Research Scientist,4,Divorced,6564,No,3,7,21
431,31,Yes,Travel_Rarely,Research & Development,2,2,Marketing,Male,Manufacturing Director,4,Divorced,4049,No,2,26,32
432,44,No,Travel_Rarely,Research & Development,1,4,Other,Female,Research Director,2,Single,17000,No,4,8,18
433,45,Yes,Travel_Rarely,Research & Development,1,4,Other,Male,Manufacturing Director,2,Single,1281,No,2,2,2
434,33,No,Non-Travel,Research & Development,5,3,Other,Female,Healthcare Representative,4,Single,5597,No,3,0,13
435,37,No,Non-Travel,Research & Development,1,5,Medical,Male,Manager,3,Married,12000,No,3,0,7
436,26,Yes,Travel_Frequently,Research & Development,12,1,Marketing,Female,Healthcare Representative,1,Single,11478,Yes,3,2,17
437,29,No,Non-Travel,Research & Development,2,3,Technical Degree,Female,Laboratory Technician,1,Divorced,8560,No,3,2,14
438,27,Yes,Travel_Frequently,Research & Development,6,3,Medical,Male,Research Director,2,Married,17000,Yes,1,0,10
439,32,No,Travel_Frequently,Research & Development,25,3,Human Resources,Female,Healthcare Representative,4,Single,4676,No,3,14,20
440,22,Yes,Non-Travel,Research & Development,3,1,Technical Degree,Male,Research Director,2,Married,17000,No,1,3,11
441,27,No,Non-Travel,Human Resources,1,4,Other,Male,Human Resources,4,Married,9656,No,1,8,16
442,44,No,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,Research Director,1,Married,17000,No,3,11,16
443,24,No,Non-Travel,Sales,2,4,Human Resources,Female,Sales Executive,1,Single,9625,No,3,5,10
444,44,Yes,Travel_Frequently,Research & Development,5,4,Marketing,Male,Healthcare Representative,1,Single,6281,No,3,10,16
445,38,No,Travel_Frequently,Research & Development,8,2,Other,Female,Research Scientist,3,Single,1825,No,3,10,20
446,34,No,Travel_Frequently,Research & Development,5,3,Other,Male,Healthcare Representative,3,Single,1491,No,3,3,16
447,38,No,Non-Travel,Research & Development,16,3,Medical,Female,Manufacturing Director,2,Single,12152,No,1,6,17
448,32,No,Non-Travel,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,1,Single,7834,No,3,1,12
449,23,Yes,Non-Travel,Research & Development,10,4,Technical Degree,Female,Laboratory Technician,3,Married,11358,No,2,12,16
450,45,Yes,Travel_Rarely,Research & Development,16,3,Medical,Male,Manager,4,Married,12000,Yes,3,9,19
451,36,No,Travel_Rarely,Research & Development,3,4,Technical Degree,Female,Laboratory Technician,3,Married,8329,No,4,1,7
452,28,No,Travel_Rarely,Research & Development,2,3,Human Resources,Female,Laboratory Technician,3,Married,9884,No,3,1,7
453,25,Yes,Travel_Rarely,Research & Development,14,5,Technical Degree,Female,Healthcare Representative,2,Divorced,10977,No,2,14,22
454,33,No,Non-Travel,Research & Development,1,2,Other,Male,Manager,1,Single,15468,No,3,2,10
455,33,Yes,Travel_Frequently,Research & Development,2,5,Marketing,Male,Manager,3,Single,12000,Yes,2,12,13
456,43,Yes,Travel_Frequently,Research & Development,15,3,Human Resources,Male,Manager,1,Married,12000,Yes,4,10,20
457,29,Yes,Non-Travel,Research & Development,8,4,Human Resources,Male,Manager,1,Divorced,12000,Yes,4,7,17
458,28,Yes,Travel_Frequently,Research & Development,2,4,Other,Male,Manufacturing Director,2,Divorced,10016,Yes,3,4,13
459,52,Yes,Travel_Rarely,Research & Development,12,4,Technical Degree,Female,Manager,2,Divorced,12000,No,2,1,12
460,40,No,Non-Travel,Human Resources,2,4,Human Resources,Female,Human Resources,2,Divorced,5740,No,3,7,17
461,31,Yes,Travel_Rarely,Research & Development,3,3,Human Resources,Male,Laboratory Technician,4,Married,7034,Yes,3,29,32
462,33,Yes,Travel_Frequently,Research & Development,2,2,Technical Degree,Male,Research Scientist,1,Single,1649,Yes,3,12,20
463,32,No,Travel_Frequently,Research & Development,15,3,Marketing,Male,Healthcare Representative,2,Divorced,6241,No,3,9,12
464,25,No,Travel_Frequently,Research & Development,6,4,Marketing,Male,Manufacturing Director,4,Single,2345,No,1,6,12
465,33,Yes,Non-Travel,Research & Development,1,5,Life Sciences,Male,Manager,3,Married,12000,Yes,4,8,22
466,25,Yes,Travel_Rarely,Research & Development,19,5,Marketing,Female,Laboratory Technician,2,Single,2393,No,3,0,7
467,25,No,Non-Travel,Research & Development,4,5,Life Sciences,Female,Healthcare Representative,1,Divorced,1110,No,3,9,24
468,32,No,Travel_Frequently,Research & Development,14,4,Marketing,Male,Research Scientist,3,Married,4677,No,3,1,15
469,30,Yes,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,Manager,4,Single,12000,Yes,3,3,14
470,22,No,Travel_Rarely,Research & Development,9,3,Other,Female,Manufacturing Director,3,Married,1031,No,2,12,24
471,31,No,Non-Travel,Research & Development,11,3,Human Resources,Male,Manufacturing Director,3,Married,11516,Yes,2,2,2
472,47,No,Travel_Frequently,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,1676,No,3,31,41
473,29,Yes,Travel_Frequently,Research & Development,21,5,Life Sciences,Male,Research Director,4,Divorced,17000,Yes,2,0,6
474,34,Yes,Non-Travel,Research & Development,1,4,Marketing,Female,Manager,2,Single,12000,No,1,25,25
475,36,No,Non-Travel,Research & Development,5,4,Marketing,Male,Manager,1,Divorced,12000,No,4,0,8
476,49,No,Non-Travel,Research & Development,2,5,Other,Female,Manufacturing Director,3,Divorced,8541,No,3,4,12
477,22,No,Travel_Frequently,Research & Development,3,3,Technical Degree,Female,Manager,1,Divorced,12000,Yes,3,3,12
478,58,No,Non-Travel,Sales,26,4,Marketing,Male,Sales Executive,3,Divorced,6648,No,2,2,3
479,27,No,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,Research Scientist,4,Single,17001,Yes,3,2,12
480,32,No,Travel_Rarely,Research & Development,4,2,Other,Female,Research Scientist,4,Divorced,6163,No,2,1,12
481,33,No,Travel_Rarely,Sales,9,3,Life Sciences,Female,Sales Representative,3,Divorced,4986,Yes,3,22,27
482,33,No,Travel_Frequently,Research & Development,11,3,Marketing,Male,Healthcare Representative,1,Married,9313,No,3,15,25
483,34,No,Travel_Rarely,Sales,8,2,Human Resources,Female,Sales Executive,3,Single,9117,No,4,30,34
484,50,No,Travel_Frequently,Research & Development,1,4,Human Resources,Female,Research Scientist,1,Married,14966,No,3,0,9
485,59,No,Travel_Frequently,Research & Development,3,5,Other,Male,Manufacturing Director,4,Married,7259,No,3,6,20
486,45,No,Non-Travel,Sales,5,2,Life Sciences,Male,Sales Representative,3,Single,7436,No,3,24,24
487,24,Yes,Travel_Frequently,Sales,7,3,Medical,Male,Sales Representative,3,Divorced,1140,No,3,1,11
488,23,No,Travel_Rarely,Research & Development,2,3,Marketing,Male,Research Scientist,4,Single,2199,No,1,40,52
